pathway	description	sample100	sample111	sample112	sample113	sample114	sample115	sample126	sample127	sample128	sample129	sample130	sample141	sample142	sample143	sample144	sample145	sample156	sample157	sample158	sample159	sample160	sample171	sample172	sample173	sample174	sample175	sample186	sample187	sample188	sample189	sample190	sample201	sample202	sample203	sample204	sample205	sample216	sample217	sample218	sample219	sample220	sample231	sample232	sample233	sample234	sample235	sample246	sample247	sample248	sample249	sample250	sample261	sample262	sample263	sample264	sample265	sample276	sample277	sample278	sample279	sample280	sample291	sample292	sample293	sample294	sample295	sample306	sample307	sample308	sample309	sample31	sample310	sample32	sample321	sample322	sample323	sample324	sample325	sample33	sample336	sample337	sample338	sample339	sample34	sample340	sample35	sample351	sample352	sample353	sample354	sample355	sample366	sample367	sample368	sample369	sample370	sample381	sample382	sample383	sample384	sample385	sample396	sample397	sample398	sample399	sample400	sample411	sample412	sample413	sample414	sample415	sample426	sample427	sample428	sample429	sample430	sample441	sample442	sample443	sample444	sample445	sample456	sample457	sample458	sample459	sample46	sample460	sample47	sample471	sample472	sample473	sample474	sample475	sample48	sample486	sample487	sample488	sample489	sample49	sample490	sample50	sample501	sample502	sample503	sample504	sample505	sample516	sample517	sample518	sample519	sample520	sample531	sample532	sample533	sample534	sample535	sample61	sample62	sample63	sample64	sample65	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample96	sample97	sample98	sample99
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	0.0	0.0	3.9752	0.0	1.3369	0.0	2.3399	0.0	13.9861	0.0	0.0	0.0	0.0	3.9993	13.994000000000002	1.6598	0.0	0.0	0.0	0.0	5.1545	1.3394	9.9772	5.9801	7.9812	1.9988	9.9495	1.6597	1.6589	0.0	0.0	5.4898	0.0	0.0	0.0	0.0	2.3391	5.9857	2.3384	0.0	2.3372	5.9929	0.0	0.0	0.0	0.0	0.0	1.3392	1.3394	0.0	0.0	0.0	0.0	0.0	0.0	26.1494	0.0	0.66	1.9999	13.9943	0.0	0.0	3.3388	6.6794	0.0	2.6593	0.0	3.9972	0.0	0.0	0.0	0.0	5.9856	0.0	0.0	0.0	0.0	0.0	2.9960000000000004	0.0	0.0	0.0	0.0	1.4993	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.9987	0.0	2.9971	1.9979	1.6586	3.3399	3.9977	0.0	21.7339	1.339	4.3397	0.0	0.0	7.9984	19.9939	3.9997	0.0	0.0	0.0	0.0	16.569000000000003	0.0	0.0	0.0	0.0	0.0	7.9954	0.0	0.0	0.0	1.9996	0.0	0.0	3.9999	13.953	0.0	0.0	2.3395	0.0	0.0	0.0	0.0	2.3396	0.0	0.0	0.0	0.0	3.9912	0.0	9.99	14.6432	0.0	2.3399	0.0	0.0	0.0	0.0	3.9967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997	0.0	4.7982	0.0	0.0	1.6598	3.6545	0.0	0.0	3.9835	3.3383	1.3393	0.0	1.9813	0.0	0.0
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	45126.7635	60628.651	35076.0455	45580.6838	51430.5154	57152.6268	63077.8869	64139.5166	56199.6849	71330.452	75611.4047	26975.9492	47132.9977	90987.6604	45446.918	66988.5615	57596.0981	42411.5087	42839.5902	49217.7348	93260.3101	43932.3208	54286.1651	88994.9281	56567.96400000001	62129.8942	29549.8655	44489.7795	40179.8664	45005.4129	42292.7733	58275.2739	63870.4665	90227.6749	52396.773	68596.1825	76926.1376	69597.1179	90474.6362	53582.4866	55051.277	54805.0836	55055.1408	73634.4398	36520.4842	63768.9316	46061.3494	69787.5288	47422.163	39298.5834	73765.4988	39688.1488	42563.5575	57190.872	41183.0969	70412.2134	41604.9877	49113.5771	61714.2729	54429.8552	35969.47	45444.7163	90599.4089	60288.3141	79960.2179	63332.4551	45268.449	105723.5055	35379.2394	55792.8559	57060.6254	63623.5502	53679.8128	53755.607	33975.3435	34312.6233	53486.0642	51886.4546	56960.8217	54979.9663	71598.6007	78940.911	73372.1207	60380.7555	105743.9581	71424.5076	37808.5538	67498.9203	95595.4407	45902.7498	78182.6516	84372.3719	72796.1494	31328.8429	78380.6429	84131.7545	101960.2889	90262.9537	55517.123	81607.9023	86474.9068	35357.3601	68411.8485	42533.8328	66571.6578	59686.7646	77251.467	85214.8558	80305.5345	55735.5326	149297.4058	108300.2	72303.8472	83170.4492	42349.236	71445.5561	59963.0915	55165.4043	76979.6091	33072.7484	82372.5087	55157.0397	83210.9334	72869.8714	34396.2523	44581.0601	85145.0818	59331.1841	52874.4079	56235.5501	52883.9661	46883.6652	55102.4218	67079.1246	34616.5629	72020.6501	55439.9009	79186.2649	62507.668	47706.2866	80077.6559	37858.5084	81861.8413	55100.3211	60820.4938	51510.6657	39734.0504	73769.8572	44270.1031	26785.3306	33682.5051	41047.0542	29963.2814	42919.2289	46470.2018	49764.8661	43383.5563	51515.0626	71973.3767	45745.7818	58398.1524	41103.6976	57474.5858	44764.0508	57573.5506	48343.3899	37685.7902	59182.2592	56659.2628	47695.9899	63391.2619	42388.0847	62176.2738	34279.727	29235.1229
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	44461.8995	60247.1506	35055.3903	45245.672	51918.949	56864.6828	63385.4323	64245.2587	56588.4962	72554.2936	75247.7969	27281.4632	48200.1937	91651.9635	46031.9752	67758.0215	59009.3356	43633.2418	43425.0077	50683.9998	94242.2503	44655.6536	56186.5204	90078.8493	57099.7901	63022.4259	29927.0744	45448.823	41170.2743	46107.5324	42971.7227	59166.4695	64849.153	91181.4122	52925.3932	69445.0645	77967.6474	70768.7587	91454.933	54180.4618	55763.8327	55246.7709	55618.4463	74651.5559	36848.8923	64363.9955	46551.0655	70295.8426	48329.1013	39732.7527	74450.6266	40125.8654	43069.7823	58310.9163	41754.5954	71387.8884	41997.2767	49416.9849	61288.607	54735.7176	36166.8892	45227.7197	91430.5135	59386.2682	80190.4496	63625.5021	45381.2374	105475.0224	35183.4983	55581.4184	58349.8473	63735.4064	54987.9373	53539.6134	33526.506	34444.1971	53242.9835	52347.0664	58267.4392	54556.1618	70026.4554	78595.7128	72560.026	62256.0067	107297.4145	73222.6786	37424.5665	67441.625	95693.6592	46329.3847	78448.6506	83960.9626	71431.7445	31157.2451	77341.5283	84720.2752	101221.3394	90973.8638	54992.8971	80126.7046	86992.9913	34766.5332	68561.6085	42203.7713	65750.8857	58399.4295	78206.798	86161.0749	81130.0308	56665.6179	150397.1647	108941.3347	72585.5925	83853.36	42837.1772	71157.9733	59876.3772	55139.7077	77032.2925	33065.7054	82003.4369	55740.0662	83935.9395	73485.4263	34901.9126	45591.9402	84560.5833	60427.9628	53216.4607	56747.4294	53321.2931	47301.434	54816.4709	68244.3191	34801.1219	72540.4796	56019.6227	79663.6846	63935.3993	47460.1557	81824.9384	38033.3093	82523.7595	55409.8048	61497.5489	51871.3055	40502.5845	75020.7205	45597.5023	27431.9015	34409.5645	41505.3615	30181.7119	43263.3515	47195.8482	50624.0116	44367.434	52440.4089	73811.0609	46814.0931	59684.0072	41998.8837	58470.1897	45630.221	58675.9132	49174.2971	38477.3352	60445.8928	58228.8866	48552.477999999996	64631.3807	41648.354	61296.4407	33831.9259	29606.2867
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	45594.1581	61266.0168	35380.1638	46068.3848	51922.7018	57701.606	63674.5138	64897.6706	56743.6947	72071.711	76539.43400000001	27427.9385	48169.3693	91573.0155	45847.6831	67480.9602	59301.8174	43803.66099999999	43206.7962	50933.3132	94684.2357	45567.0579	57668.9508	90333.1326	57680.6334	63915.9322	30035.8101	45418.2826	41820.8785	46660.9444	43510.7846	59024.5885	64527.7778	91923.7665	52951.8201	69368.3106	77641.5234	70728.0114	91657.4866	54061.6196	55509.4879	55262.9423	55547.457	74277.2643	36750.614	64239.0907	46752.3223	70442.5804	48477.3662	39628.1795	74364.9927	39983.9365	42820.9409	57928.8302	41533.667	71160.9593	42396.6638	49609.3919	62589.3796	55123.5757	36419.9225	45624.5774	91214.0864	61006.6712	80215.1038	63754.6965	45595.1395	106301.5451	35731.5905	56021.5647	58110.0732	63989.1551	54422.0118	54215.4805	34294.1716	34693.8637	54054.0453	52495.4054	57733.1392	55498.0067	72427.0619	79571.6189	74456.2716	61695.7134	107180.3027	72380.5077	38089.8593	68391.5445	96398.6711	46543.7852	79177.398	85395.4562	73857.2859	31668.4532	79519.4848	85261.9568	103154.7914	91577.1083	56446.9893	82791.9712	87757.8567	35763.2465	69401.1664	43068.5494	67580.3732	60604.29	78105.0388	86045.2816	81028.9059	56358.7211	150296.2919	108973.4437	72540.7659	83766.5631	43014.9894	71731.4491	61000.6653	55696.2624	77637.6046	33429.7378	82960.1681	55725.4185	83779.9374	73418.6248	35936.0105	45130.5611	85997.5193	60319.8686	53210.4209	56622.8015	53117.2895	47112.2946	55715.5183	68403.6365	34771.524	72374.545	55782.7895	80033.2651	63842.013	48113.0427	82461.1866	38052.9232	82367.427	55453.1212	61195.7451	51952.5642	40335.4072	75278.9621	44816.956	27087.7353	34132.2791	41656.6619	30441.938	43451.8914	47121.2925	50432.2879	43865.5185	52141.3007	73193.8504	47070.4571	59994.6487	41616.9502	57913.5854	45135.8788	58153.2792	48826.7691	38170.0974	60393.9268	57977.7415	48082.0446	64351.8736	42694.0659	62768.5351	34543.8598	29506.1566
PWY-6396	superpathway of 2,3-butanediol biosynthesis	17.7391	3.8701	16.4515	0.0	66.5594	12.0854	25.195	35.3354	25.2921	47.3478	45.4425	529.8937	1534.7448	789.4877	35.7102	95.2891	32.5666	109.9055	6.9323	66.378	66.5583	54.9974	102.228	8.6587	105.079	151.7254	93.21700000000001	81.7387	142.4459	164.0243	122.2142	105.7505	86.3075	360.6098	84.1572	98.5226	108.3593	68.8672	116.9653	49.1454	23.5705	94.1252	73.37	86.3919	19.7195	167.172	46.8069	81.4843	56.4184	9.367	44.5924	12.1882	12.2824	92.5927	20.316	19.9424	114.566	725.4957	217.1057	1726.0939	862.3986	59.6533	177.2194	275.5817	156.0583	71.5866	170.5175	123.0734	370.4356	22.9278	182.6433	73.5397	642.6425	288.4984	0.0	58.4762	401.8949	47.5539	19.9561	134.907	117.0302	564.394	67.2011	46.4383	84.31299999999999	67.7491	5.9453	13.4054	1136.7156	18.7911	21.0896	116.5139	36.2791	1509.7362	20.8015	15.6648	78.3453	24.7582	476.6222	39.3465	29.2022	35.4058	109.2777	775.6953	46.0189	24.2816	521.1268	358.801	194.9333	334.1533	250.6185	72.6938	78.6882	138.4812	69.7211	140.0776	0.0	44.5612	19.9653	0.0	143.4058	24.1664	112.5818	11.7326	0.0	30.7976	188.407	47.173	55.5339	135.8496	38.941	15.2601	353.7894	83.656	22.9273	71.3607	31.2702	108.71	31.3581	185.6471	47.4839	46.2378	91.4708	45.9614	52.7601	78.9461	371.5906	87.2145	58.131	57.8205	157.9188	163.5021	239.6548	62.1124	68.4236	15.0759	137.702	53.0945	79.1341	124.6951	77.8576	64.3053	65.8212	30.2747	139.4744	30.5573	38.5685	15.1172	8.5537	145.2252	12.9312	7.1351	14.9814	0.0	0.0
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	0.0	2.2811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2252	7.4999	0.0	0.0	0.0	0.0	0.0	1.4252	0.0	0.0	3.1304	0.0	0.0	3.4257	0.0	0.0	0.0	0.0	3.1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1344	0.0	0.0	0.0	0.0	0.0	1.5652	0.0	0.0	0.0	0.0	0.8527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1738	0.0	1.6744	0.0	0.0	0.0	0.0	0.0	11.7871	0.0	0.0	0.0	0.0	0.0	1.1348	0.0	0.0	0.0	0.0	0.0	0.3309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	35968.19	41075.42	24626.92	30171.08	30253.34	40275.58	28505.42	34693.59	29326.63	30779.11	43891.23	18163.61	24936.55	73752.11	28061.33	41166.81	39679.91	32822.22	29633.57	28638.07	81642.12	35210.34	38418.47	77621.13	43144.76	48739.38	22059.5	27098.06	28357.1	30815.96	31288.67	39134.52	42132.67	67279.0	42771.13	51149.7	49665.37	52364.08	73793.61	41932.86	40514.6	40210.38	42659.85	46720.89	28066.57	47459.64	38041.22	58329.69	32964.92	31411.35	59686.95	28955.48	31673.12	34850.98	30701.75	51827.2	18197.53	33378.79	44837.45	36118.56	19887.48	39330.7	72914.7	49796.47	72187.3	56688.64	36616.64	90515.72	32852.24	51463.45	22682.0	55388.62	15383.67	41975.13	31746.32	28715.63	44549.51	32317.65	29572.92	40446.55	69354.1	74015.27	67242.14	17997.5	80842.71	23742.68	32292.38	60787.98	82203.8	41890.78	67655.11	51032.44	72280.5	29384.83	75230.68	72444.47	75218.66	76064.19	46747.1	80823.32	77961.54	27702.74	64231.03	38882.57	64392.79	61536.96	51044.44	56377.02	53040.34	29966.43	121150.44	100358.8	67843.1	69700.86	35673.62	67479.0	50956.56	40659.35	60916.07	26880.11	76118.42	45240.9	61960.19	60806.05	22635.61	25013.56	79675.61	38640.5	43534.09	47140.7	43302.55	36873.7	50777.91	43962.37	29326.28	57578.75	42197.66	62972.13	41310.79	44455.2	60075.32	30159.25	61489.04	44119.88	43154.88	39153.01	11977.39	15961.85	9686.7	9703.47	12442.96	16693.93	10819.75	22992.27	18118.05	19931.08	21264.14	25980.94	34638.09	31726.84	42463.8	15882.93	34636.75	25273.31	32115.99	25413.49	22641.99	38328.99	32072.04	31881.48	36405.83	39270.75	50321.18	29582.77	16683.42
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	89.4977	0.0	16.7522	19.1318	26.2423	21.4025	0.0	28.6131	83.9046	28.6848	40.4658	88.6143	23.9641	89.6274	87.4122	142.5225	23.9301	21.4821	40.5783	28.7128	63.605	19.1122	66.5182	26.1033	21.5503	21.508000000000003	35.7673	66.6655	0.0	28.7218	0.0	108.7341	76.0616	133.5835	21.5006	76.6494	31.1424	91.8835	50.0669	72.0832	87.6223	0.0	21.5603	35.9308	31.0736	54.9896	21.4703	0.0	31.0566	21.4799	108.8366	47.7578	59.3442	118.5919	19.097	87.6734	0.0	151.5582	1691.2213	195.8736	131.1076	0.0	109.1632	1305.7956	63.8942	42.9668	0.0	123.08200000000001	792.933	0.0	166.3243	107.5728	43.8731	123.3799	0.0	21.4594	5519.8793	23.9213	31.1133	23.9445	42.8117	3100.2118	0.0	62.1647	0.0	90.791	14.3599	133.7099	5093.9102	111.8174	16.7467	108.4589	51.5485	1954.06	85.1564	81.0127	49.5946	61.6636	2254.6442	58.4844	113.325	170.2525	7.1866	443.5703	21.4496	32.9735	145.3466	235.5383	228.2234	83.6213	4036.3231	126.4202	187.2151	57.2058	109.8077	1554.3726	0.0	23.9492	26.2555	0.0	816.8614	33.4194	76.3336	14.3287	0.0	89.1175	1107.0997	30.9802	97.2355	79.1476	84.9368	74.3417	620.0701	56.3126	29.8958	57.2411	178.5598	123.6222	23.8518	2354.2603	35.4656	0.0	149.4515	111.64	53.9563	64.479	0.0	21.5901	47.63	0.0	45.4551	93.12700000000001	33.5224	0.0	21.5638	15.3416	23.8672	16.7618	17.250999999999998	42.5171	21.0107	57.1299	204.5461	0.0	50.6712	28.7506	21.4958	146.9126	69.5324	35.7236	0.0	0.0	26.3243	0.0	41.8051
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	3958.9419	1696.2877	4895.0065	4422.1628	3583.2135	1890.7079999999999	1913.116	3570.6064	2347.8651	5853.1676	4001.1398	7303.3134	13777.2402	11183.7347	10639.6969	11817.1643	6846.8045	3310.5492	6228.5261	7974.6695	8179.9451	3613.4891	5591.0776	1889.6651	7984.9395	4232.4603	4683.5256	7040.097	4025.7783	9091.3504	4111.3955	5925.7566	6508.0017	18875.9188	3849.5537	5306.411	14159.1251	4090.6617	6248.3623	1874.6252	2076.2348	11067.704	10033.8529	15775.7254	6511.7012	12355.6664	2952.1915	5856.3409	5606.6565	3188.086	6379.6843	8108.196999999999	4504.1247	8376.5559	2910.4072	5676.3704	14657.16	15877.2551	32493.9494	17699.4354	17251.0585	4655.7142	8108.0694	9785.1331	3737.2683	6892.3335	6578.4461	7393.8053	3136.3123	3152.1898	14092.3312	2580.1532	17407.9689	9154.4861	3064.0861	2711.9771	17834.7738	6011.6816	9326.4027	8651.7958	3929.9983	9795.537	10938.1862	13831.31	8180.4823	17034.1875	4330.5724	1629.3547	10407.0369	1888.8561	4383.0385	9933.6621	1771.1756	3408.6284	5010.6888	9587.334	2499.1931	4269.6923	25828.5272	1876.78	5818.7318	3381.6899	3218.0536	2792.4671	2533.5756	1451.0185	17260.6939	23606.7245	20883.4317	15993.0563	10322.2485	4365.763	2176.0409	6967.7917	3518.1203	10736.6571	5482.552	9535.3523	3899.0803	1452.2757	2143.5849	5164.6382	10469.1287	2345.9977	1725.5271	3186.8877	6919.5856	3589.1997	6910.8935	2142.4309	4138.7139	1884.0062	3112.4408	2033.2098	901.1803	7625.8943	3148.2507	5995.8099	3158.5961	4653.51	1932.549	1917.8624	5514.4153	9240.2287	3138.4452	11253.7362	17855.5086	42160.8133	5053.8782	6152.0033	12343.7582	16039.5474	12662.2851	9223.0392	10815.0796	10714.4952	3537.4737	6075.4727	8451.3406	2192.1592	3322.0148	5779.4075	5316.8283	4024.2799	4259.1716	14354.2402	3657.0455	9764.1357	2018.9122	3823.0362	16768.6253	1166.9141	7672.2628	962.2848	1044.6024
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	4802.3617	4745.4155	2417.4773	2849.6177	9170.8588	5279.0148	7406.2914	2013.9245	2528.6574	11315.0971	2565.7142	1050.3041	1051.7218	2725.5437	2152.9201	701.0157	889.6964	1210.9694	1986.2061	3118.7265	696.6868	461.5617	2087.3675	1761.5951	1263.8110000000001	1476.399	724.0551	6497.0922	938.1461	901.7601	1267.6456	1285.7689	4155.8673	691.0374	477.2971	1023.7653	4015.9469	1662.7373	857.5196	798.4371	699.4103	1737.3220000000001	2034.1343	2940.4407	1264.6492	3878.5099	451.9917	1000.3878	939.4369	811.7360000000001	1306.5373	1911.0221	1913.3998	1285.4085	1029.0871	2156.6794	5741.6328	8011.7018	47.2951	8959.7203	3455.04	1243.1846	4451.1116	29.991	1338.6115	1627.7468	1608.2532	4070.1152	37.998000000000005	812.3031	20329.7382	1703.5974	13405.8933	2064.9767	340.9055	801.16	39.9621	2802.796	15411.2801	1699.9584	1468.8926	27.9947	1784.9504	16233.5667	3681.0009999999997	15407.7392	421.8155	2937.995	168.8458	1844.4875	7330.7219	1177.6636	2499.2743	13.6568	5407.7264	5292.5846	1229.8997	6317.4745	106.0374	2115.2708	4867.3165	1185.3026	3005.6571	49.9479	3251.5034	1527.5017	4218.4082	4197.234	3442.6028	4632.0682	151.5837	1905.9736	617.7452	2054.8932	1277.2830000000001	49.3183	4876.1909	2673.5731	2176.9707	2607.6416	61.3138	2896.1239	4396.0379	3095.5241	7572.7897	19977.7074	94.9431	16532.2027	720.7794	386.6048	1229.4296	882.1197	238.25900000000001	15192.098	665.563	1899.6842	767.4266	4561.3926	20853.9717	47.3148	28059.8997	636.6155	1436.1516	2041.2199	545.9806	2245.0138	2300.6407	5840.3194	1543.3897	670.4437	1467.2151	3304.3271	1810.9189	1918.6835	3653.2462	3284.0533	16398.4015	10758.8274	12631.5783	11364.3488	14625.6702	13124.569	15311.0776	13324.7037	17569.2625	12139.9259	8446.7111	19179.5207	11355.0591	15171.6531	13540.3762	3419.0526	7319.2429	2849.7448	2895.1203
PWY-6486	D-galacturonate degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6505	L-tryptophan degradation XII (Geobacillus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	26155.339	29340.3476	22275.8915	22236.6667	29539.6539	27956.1962	28756.8372	39912.8716	28803.8381	39526.7392	39011.2466	9789.9651	16596.11	40499.5241	13782.6039	22222.8041	59321.3468	43051.5815	41101.4187	38102.3149	108098.5915	40428.3935	35273.7616	103477.6661	39214.8212	47578.0436	13687.4392	26499.4807	24607.5673	27000.7014	21159.6207	29449.0384	30409.2916	19908.2028	24838.368	31090.7927	30371.2662	33395.5921	26699.5127	24160.6864	25373.491	24496.1838	28880.909	31543.1619	22420.7337	30285.6967	23701.9116	28907.5945	22755.0967	15937.7086	31822.7814	21710.9759	21766.3641	23835.6491	23893.4801	31748.6135	15524.5354	23838.5997	24661.3178	35845.5052	18247.7952	39772.3867	81203.8302	31065.2592	83532.7971	64207.6299	37179.4546	93599.6934	18314.7544	56732.3602	37355.461	61543.4569	25290.1583	42257.4582	26522.2484	28803.2953	24658.7294	34884.4554	38465.1456	35473.0032	53363.3487	29541.3866	58945.2297	30662.79	84852.1511	40891.9133	27261.8542	56340.9262	38971.6861	41881.1025	65198.7588	53832.5578	58997.8241	20007.3532	69973.7752	72700.1912	72226.5545	82188.416	45221.7474	72675.5272	79677.3343	22951.2375	63753.0441	31494.2251	55483.5967	50485.9696	27741.7434	15487.2569	18058.2023	13117.133	23718.9689	98303.2578	63774.7709	72435.192	32308.805	21257.3042	49213.8564	30432.014	62417.8872	20160.664	33587.797	38468.1126	43115.115999999995	63461.1342	26319.3616	32225.7162	45415.5099	30770.4965	28463.3392	32154.1082	30940.1104	22759.0814	34374.458	36246.8492	18324.0234	30851.0054	31647.3855	33207.1254	31823.5083	30702.4826	38079.3831	18793.5694	40994.1429	30042.7587	26298.7675	7515.003000000001	8341.4441	12411.9236	8758.196	6438.376	12853.5256	22062.2355	12605.7211	21743.328999999998	24224.0963	27929.3403	30053.9021	33141.2834	25689.7143	23825.9846	31663.8294	24037.0704	35677.9516	21571.1967	31475.5744	27884.4714	17094.1749	40479.2747	25757.6829	27922.468999999997	34572.8383	22869.4179	36955.7533	19606.7376	15999.1122
