,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample428,583539.9149677485,287120261.7784398,558708.42922444,0.0,558708.42922444,19573418.637162883,496629.7148661689,558708.42922444,568020.2363781807,366404091.8211057,169797699.51274318,558708.42922444,568020.2363781807,365308402.5126822,340625905.6838336,202581468.5653461,366664822.42141044,349248639.1081977,100257123.68860789,103292772.82072735,102361592.10535328,142511000.61656517,592851.7221214891,592851.7221214891,558708.42922444,174826075.3757631,42877768.00725786,144137462.93275183,29810198.634841796,92711455.95836002,558708.42922444,108262173.90510692,12415.742871654229,1309860.8729595207,0.0,518357.2648915638,106561217.13169031,496629.7148661689,772879.9937604754,62078.71435827112,166162990.78706643,13694564.387434613,153765871.52971965
sample429,561800.0270969662,505513014.8582988,561800.0270969662,0.0,561800.0270969662,34356746.89520375,688873.8427498514,561800.0270969662,688873.8427498514,629436737.5021044,110239879.12665826,561800.0270969662,601928.6004610352,622273787.1566182,603112393.3752753,153337966.91966832,629530370.8399539,612074441.426584,45325223.61471594,56353893.19427425,52434669.195716836,121081282.03051755,729002.4161139204,729002.4161139204,688873.8427498514,127348027.57087298,50742581.018865265,65188867.4299301,42074809.172226354,43619759.246743,688873.8427498514,59209709.99868382,0.0,381221.4469586556,0.0,595240.504900357,54728685.97302944,561800.0270969662,695561.9383105296,0.0,86717847.03975315,9242948.064857228,79427822.87861395
sample431,131180.5457741058,32269758.35770115,129212.8375874942,0.0,129212.8375874942,3419876.8283309382,139051.37852055213,129212.8375874942,141019.08670716372,51096790.28720083,12245048.045283908,129212.8375874942,135771.86487619948,48538769.64460576,42342456.56496588,16553017.16850554,51123026.39635565,45743312.21415958,608021.8296629805,1092733.9462983015,689353.7680429262,4264679.543116179,147578.113995869,147578.113995869,139051.37852055213,6300601.6135303015,7054233.849002542,1901462.0109956637,1655498.487669215,552926.0004378561,139051.37852055213,1124873.1800129574,0.0,59031.24559834761,0.0,129212.8375874942,587032.9423391236,129212.8375874942,162007.97403102065,0.0,9578803.452425204,3677646.6007770565,7750802.547063041
sample432,215849.98796107312,41622895.46175471,215849.98796107312,0.0,215849.98796107312,6210737.8309390545,225419.6918608251,215849.98796107312,225419.6918608251,70069371.95398422,19247864.44370121,215849.98796107312,223293.09099421356,68977362.40897919,56617558.1722328,29391750.577438336,70663756.89620215,62515685.67577997,1077123.338938754,1700217.3928559404,1320619.1381657773,7865233.305162846,232862.79489396556,232862.79489396556,225419.6918608251,13773993.813043058,11841976.925726462,5474933.931091455,3122913.3726190724,995249.205574209,225419.6918608251,1774648.423187345,0.0,2582756.752499737,0.0,227546.2927274367,1167503.875769745,215849.98796107312,632663.7578169386,0.0,20251620.05274186,7196417.332613512,13872880.7533405
sample433,100457.45971120131,50446387.68497491,100457.45971120131,0.0,100457.45971120131,465612.3529471553,118794.93251562695,100457.45971120131,131551.43533609694,109614236.89201993,9218965.13206842,100457.45971120131,108430.27397399506,108009309.38091952,95705662.41057624,27000732.78237732,109787246.96152253,97260361.191821,1303555.1319667788,2629434.14386938,2285008.56771669,6395791.60161315,132348.7167623763,132348.7167623763,124375.90249958257,7465743.275680071,3722506.9792984035,4417736.38301402,3270448.4105979977,1049222.356983658,124375.90249958257,2848686.5360962083,4783.688557676252,1017331.099932483,0.0,94876.48972724569,2354372.0518029956,94876.48972724569,243170.8350152095,10364.65854163188,17881427.828593835,10290511.3689879,12424833.747137785
sample434,285777.3691911252,101712928.65127465,273869.9788081617,0.0,273869.9788081617,1393164.6748067357,267916.2836166799,273869.9788081617,303638.4547655706,183162455.71834105,21683357.887376636,273869.9788081617,288754.2167868661,174865981.4690112,151974023.45776382,46376308.69404729,183653635.5716383,155986814.0168225,1160970.5623389462,2771445.1116347658,2705954.4645284666,14497247.791258123,327453.23553149763,327453.23553149763,303638.4547655706,15437931.631512243,14175748.250918109,5060640.91275951,9650939.905391958,1018081.8777433835,312568.99755279324,2932194.881804774,0.0,2801213.5875921757,11907.390382963553,247078.35044649369,2569019.4751243857,238147.80765927103,702536.0325948496,44652.713936113316,29080824.16279274,9749175.876051407,18813676.80508241
sample435,101154.18303550156,50025141.519013576,101154.18303550156,0.0,101154.18303550156,395820.71622587566,116547.21088873006,120945.21884679534,120945.21884679534,110733044.36816774,7788872.09373362,101154.18303550156,101154.18303550156,109433433.01655944,76472562.37483919,24162655.721610684,110750636.4,78854083.68413155,609124.102192042,1631660.9524422209,1552496.8091970459,5312793.613342864,120945.21884679534,120945.21884679534,120945.21884679534,5299599.589468667,7881230.260852992,2363929.2774600904,2025282.664689064,556348.0066952585,120945.21884679534,1721820.1155825593,19791.035811293783,105552.19099356682,0.0,96756.17507743627,1523909.7574696215,96756.17507743627,101154.18303550156,4398.0079580652855,12941138.4166071,8850991.015606387,8738841.812675722
sample436,272546.58513488376,103452541.82232559,241837.1107534884,0.0,241837.1107534884,4234068.780334883,318610.7967069768,241837.1107534884,318610.7967069768,309090859.6487443,37097045.05272559,241837.1107534884,449126.06282790704,306687843.27840006,196678828.67564648,103928538.67523721,309470889.39421403,205446383.6115349,3090140.8596279076,12352886.06991628,12130242.380651165,33926291.82284651,356997.639683721,356997.639683721,318610.7967069768,29469579.35324651,36083632.398139544,18510135.683386043,7270468.059795348,2341597.421581396,318610.7967069768,13366298.724502327,0.0,694801.8578790698,0.0,303256.05951627914,12556336.337693024,241837.1107534884,621866.8562232559,0.0,61038919.01732092,31941692.04094884,37258269.79322791
sample437,232913.72305156532,127888267.05315346,232913.72305156532,0.0,232913.72305156532,4691814.037150731,255273.4404645156,232913.72305156532,257136.75024892812,248120194.20215586,45895183.29986484,232913.72305156532,381978.50580456713,243614711.14344642,193225224.64357862,79527924.90851086,248138827.29999998,202070356.19018483,1814863.730017797,4263252.786735851,4129094.4822581494,20947328.59636558,270179.91873981577,270179.91873981577,255273.4404645156,25944725.438159965,44874089.538006775,10848189.564849708,6189915.103818399,1578223.3873974066,255273.4404645156,4643367.982756006,0.0,46582.744610313064,0.0,232913.72305156532,4227849.900832013,232913.72305156532,264589.9893865782,0.0,44497700.96155544,20649199.03085957,27599344.52671829
sample438,420253.63668923,75989498.4886253,420253.63668923,0.0,420253.63668923,2578829.134229366,458458.51275188726,420253.63668923,458458.51275188726,244773865.32393727,35692905.46153756,420253.63668923,439356.07472055865,243140606.87225866,150560640.95342448,97011731.54210249,244812070.19999993,158058347.88072097,2554951.086690205,6146209.436579989,6127106.99854866,21609633.022940516,439356.07472055865,439356.07472055865,458458.51275188726,23949681.681778282,39441758.9251858,12034535.959737042,1160473.1104032146,2363926.7063769186,458458.51275188726,6418419.178526423,0.0,71634.1426174824,28653.657046992957,420253.63668923,5936082.618235374,420253.63668923,439356.07472055865,0.0,37101710.26634804,21963028.1265201,20396628.207951155
sample439,143265.42025356574,90870764.49431062,143265.42025356574,0.0,143265.42025356574,12499907.917123612,147937.11874009506,147937.11874009506,147937.11874009506,137544146.8403962,31577567.303280503,143265.42025356574,143265.42025356574,135121092.55871636,118069393.08288433,41096931.58599841,137565948.1,126213720.77773376,5184028.087218701,6049849.540055468,5568664.595942948,18878333.584064975,147937.11874009506,147937.11874009506,147937.11874009506,23392751.554881137,17805400.16499207,8650428.364223456,3664168.8462678287,5054777.762424722,147937.11874009506,6314579.120958795,4671.698486529318,54503.14900950872,31144.65657686212,161952.21419968302,5612267.115150555,143265.42025356574,165066.67985736922,0.0,26114794.539698884,8519620.806600632,18216509.63180665
sample440,273110.4486053934,92249261.07212177,263799.86513020954,0.0,263799.86513020954,15741093.128710855,263799.86513020954,263799.86513020954,263799.86513020954,134136024.36306141,26632924.030763447,263799.86513020954,276213.9764304547,132548569.88054256,121374317.94640937,43606117.70602362,134190336.1,125236658.32469817,3516297.0257944395,4559082.375015032,3814235.697000323,20591907.119281653,285524.55990563857,285524.55990563857,263799.86513020954,24790980.26658957,24018201.838149313,7360016.237132843,4900470.435771774,3404570.024092233,263799.86513020954,4821330.476232709,0.0,240523.4064422499,0.0,288628.08773069986,3745958.084848975,263799.86513020954,330525.71336902725,0.0,16990263.07829802,5777217.046351589,11708058.720043708
sample441,1316559.568400666,476151531.0173887,1316559.568400666,0.0,1316559.568400666,19631366.00881882,1316559.568400666,1316559.568400666,1316559.568400666,537327665.629073,152875553.439337,1316559.568400666,1462843.9648896286,480799195.2715524,459650651.09343374,128993580.82396743,537327665.629073,471207118.41606176,32073898.818751458,37026670.52844921,33875286.6726584,73338637.29119518,1366714.218625453,1366714.218625453,1316559.568400666,87862588.0854565,37557473.90999488,63424734.76342887,18022237.64744023,30460590.90318747,1316559.568400666,51759599.03198045,0.0,37615.98766859045,0.0,1383432.435367049,47283296.49941819,1316559.568400666,1366714.218625453,20897.770926994694,142355615.55468786,6938059.947762236,124333377.90724759
sample442,223004.65197579993,245199483.3908651,223004.65197579993,0.0,223004.65197579993,7728871.75400338,243544.55413146573,223004.65197579993,252347.36934103677,322989961.3978443,72632028.29417075,223004.65197579993,231807.46718537097,286258747.80004084,262274010.62569633,84718293.57691176,323010501.29999995,272235863.1711942,12805161.858189354,14909034.693276837,13477110.085853279,32793420.927388676,261150.1845506078,261150.1845506078,252347.36934103677,35765838.19648717,38794006.62857961,20316897.503689982,30073351.027631216,12235913.141303759,252347.36934103677,19330982.200218026,0.0,55751.16299394997,0.0,214201.8367662289,17670184.397345617,214201.8367662289,252347.36934103677,8802.815209571048,79536369.69021094,9295772.861307025,64254682.48639563
sample443,194749.52734408795,286941356.9284146,194749.52734408795,0.0,480382.1674487501,6966839.75818917,205136.16880243932,194749.52734408795,223312.79135455418,360239885.70000005,139344585.14487717,194749.52734408795,205136.1688024393,310552789.6236118,302944574.75536937,138542217.09221953,360239885.70000005,306195593.5318333,46913862.80700847,55067376.35181428,52416186.11957009,80971660.14894255,233699.43281290552,233699.43281290552,223312.79135455418,83456664.11785313,15460515.810755987,71488656.49746777,15431952.546745526,45374043.21080788,223312.79135455418,67089913.839855984,0.0,225909.4517191419,31159.924375054063,176572.9047919731,64236184.09917396,176572.9047919731,205136.1688024393,18176.622552114863,156383870.45730257,3824880.7170378864,123658159.88240205
sample444,162444.89028289958,180635817.19297212,162444.89028289958,0.0,162444.89028289958,9320275.579981359,162444.89028289958,162444.89028289958,162444.89028289958,217731268.209717,43552635.40549025,162444.89028289958,162444.89028289958,197785356.32426673,181244985.53153297,45145175.490585096,217731268.209717,187264148.87683687,6755966.954801304,8415225.476976635,7672620.264254808,30937049.194055777,162444.89028289958,162444.89028289958,162444.89028289958,31946528.155099504,22034489.04623044,9108517.062291153,19850185.432247885,6375961.943603807,162444.89028289958,8737214.45593024,0.0,31908.817734140986,0.0,162444.89028289958,7832164.352925513,162444.89028289958,162444.89028289958,0.0,36808271.65713772,5563737.492189309,33739223.5514358
sample446,197681.57087586104,78243013.88896374,197681.57087586104,0.0,197681.57087586104,29545293.142216805,215505.31906958623,199301.91162074514,215505.31906958623,128817089.21828647,41560119.76553245,197681.57087586104,210644.2968349339,127327996.07373798,108079968.36525969,67122615.35682413,128907828.29999998,115987231.20029412,1424279.51475313,2208524.4352770373,1691635.7376590078,31865621.088890843,215505.31906958623,215505.31906958623,215505.31906958623,38880076.173494145,45379262.90122429,5258005.717148927,11037761.154150536,1333540.43303962,215505.31906958623,2393243.2801938257,0.0,223607.02279400668,21064.429683493392,217125.65981447033,1681913.6931897032,197681.57087586104,272217.24514052994,0.0,21685020.188784003,7549167.530415054,13824747.235351197
sample447,88735.51216444356,60710483.215446696,88735.51216444356,0.0,88735.51216444356,19914784.230048686,112277.58682031633,88735.51216444356,112277.58682031633,94231681.13217999,30017956.11505748,88735.51216444356,88735.51216444356,92729515.67625333,82077632.35888074,45248772.95299733,94288725.39,88871331.82591973,780510.3212831665,1340992.790974907,978807.0270384025,21272980.84481058,100506.54949237994,100506.54949237994,112277.58682031633,25328555.936489597,27569580.350846708,3573868.0256434553,4482954.293124081,710789.5617253894,112277.58682031633,1399847.977614589,0.0,93262.83421364985,0.0,96884.6918530149,943493.9150545934,88735.51216444356,117710.3732793639,0.0,15593908.066286191,7384062.262255484,10966079.467587506
sample448,231511.97009038524,82266514.01043722,231511.97009038524,0.0,231511.97009038524,58138686.67379053,254857.7149734493,231511.97009038524,254857.7149734493,172182650.4275585,70476912.8444899,231511.97009038524,272367.0236357474,171357767.44169024,145253333.7049441,131055229.85856064,172194323.30000004,154611086.44557226,959121.0189458817,1966879.006398147,1095304.5307637556,59784561.68804655,243184.84253191727,243184.84253191727,254857.7149734493,66580118.92775845,101839975.61614622,4379272.644314768,33211267.574898884,848228.7307513275,254857.7149734493,2095280.6032549993,0.0,11672.872441532028,0.0,231511.97009038524,1192578.4677765225,231511.97009038524,231511.97009038524,0.0,26707532.146225292,9227405.665031072,14511325.923564568
sample449,41840.39368346029,30239363.930361148,41840.39368346029,0.0,41840.39368346029,6018771.855540151,43089.36065908596,41840.39368346029,43089.36065908596,57365053.19048749,16789863.053336013,41840.39368346029,41840.39368346029,56520751.514964536,50139779.236492924,30519132.53290131,57390032.53,53990968.9058347,555165.8206656149,1252713.876552557,718780.494472579,7137846.265700759,43089.36065908596,43089.36065908596,43089.36065908596,11448031.298584985,13856039.627591295,2635944.8020579983,5953825.572807617,475856.4177133841,43089.36065908596,1325778.4446266594,1248.9669756256806,74938.0185375408,0.0,41840.39368346029,731894.6477166486,41840.39368346029,59950.41483003265,1248.9669756256806,11218221.375069859,4375131.315616757,8707173.27057443
sample450,184068.93073738547,86501569.86241016,184068.93073738547,0.0,184068.93073738547,57368601.22915853,192189.61885815248,184068.93073738547,192189.61885815248,156246099.78761762,68516952.57095152,184068.93073738547,238206.85154249886,155508470.61664796,129216389.37764461,105876178.27054012,156271815.30000004,136615689.7036835,906810.173485649,1801439.3147901478,1052982.5596594552,59105075.03898253,208430.9950996865,208430.9950996865,192189.61885815248,64008617.21590569,80530157.19760613,4639619.812998217,15517281.550765622,801241.2279156779,192189.61885815248,2015284.1019703457,0.0,25715.51238242886,0.0,196249.96291853598,1350741.1240875788,184068.93073738547,219258.57926070917,0.0,23177797.344689164,8617403.544153921,11190308.230416935
